adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
wise,16,human,0.753846153846154,input,-0.50607271635742967,0.52926883658002166,0.0052234937624010226,0.51129621011983073,"[0.8529411764705882, 0.26883776122354802, 0.84560617047926689]",2,"wise old ,third wise ,third wise ,wise old ,wise old ,wise old ,wise old ,wise old ,wise old ,wise old ,wise old ,wise old ,wise old ,wise old ,wise old ,wise old ,","wise old ,wise old ,wise old ,wise old ,"
plain,19,value,0.571428571428571,input,0.3037657455648618,0.92500000000000004,0.87931148189672226,0.57554573633186046,"[0.925, 0.87931148189672226, 0.57554573633186046]",2,"plain old ,plain white ,poor plain ,plain white ,plain brown ,plain old ,plain old ,plain old ,plain old ,plain brown ,plain brown ,plain wooden ,plain wooden ,plain brown ,plain blue ,plain red ,plain brown ,plain red ,plain green ,","plain yellow ,"
grey,N/A,color,0.2810714285714285,N/A,0.0,0.0625,0.0625,0.0625,not in input,2,,"little grey ,long grey ,soft grey ,old grey ,"
silly,39,human,0.655,lexical,0.42451894465383855,0.037499999999999978,0.73186537062752099,0.30734642597368245,"[0.9625, 0.26813462937247901, 0.69265357402631755]",2,"silly little ,silly little ,silly old ,silly little ,silly old ,silly little ,silly little ,silly old ,silly little ,silly little ,silly new ,silly old ,silly old ,old silly ,silly old ,silly little ,silly old ,silly little ,silly old ,silly little ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,silly old ,","pretty silly ,"
thin,25,dimension,0.571538461538462,sub,-6.8060621031780345e-05,4.5593334435741562e-06,1.2378334353004526e-05,8.0438955384784866e-05,"[0.6730769230769231, 0.64200382813015644, 0.57560557058939998]",2,"thin blue ,thin blue ,thin white ,narrow thin ,long thin ,little thin ,long thin ,thin little ,tall thin ,little thin ,tall thin ,little thin ,thin green ,thin red ,thin soft ,thin blue ,thin brown ,thin red ,thin blue ,thin blue ,thin hard ,thin green ,thin blue ,thin yellow ,thin old ,","tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,long thin ,long thin ,"
wild,23,value,0.636428571428571,sub,-0.2030353018805674,0.0625,0.12048828769383046,0.32352358957439786,"[0.9375, 0.87951171230616954, 0.67647641042560214]",2,"wild white ,wild white ,wild white ,wild white ,last wild ,wild old ,wild brown ,wild green ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild blue ,wild brown ,wild red ,wild brown ,wild brown ,","red wild ,"
wicked,8,human,0.674444444444444,input,-0.45716167270332564,0.9375,0.26908133026012515,0.72624300296345079,"[0.9375, 0.26908133026012515, 0.72624300296345079]",2,"wicked old ,wicked wicked ,wicked nice ,wicked old ,wicked old ,wicked old ,wicked old ,","wicked old ,"
beautiful,45,value,0.935714285714286,lexical,0.045672365770579357,2.6950445676435887e-07,0.045796322149157097,0.00012395637857773702,"[0.9888888888888889, 0.88061676924095034, 0.96684534445106218]",2,"beautiful white ,beautiful old ,beautiful old ,beautiful green ,beautiful white ,beautiful big ,beautiful little ,beautiful little ,beautiful little ,beautiful old ,beautiful beautiful ,beautiful little ,beautiful big ,beautiful blue ,beautiful old ,beautiful old ,beautiful blue ,beautiful brown ,beautiful new ,beautiful new ,beautiful old ,beautiful old ,beautiful small ,beautiful brown ,beautiful yellow ,beautiful red ,beautiful red ,beautiful soft ,beautiful new ,beautiful small ,beautiful small ,beautiful old ,beautiful new ,beautiful old ,beautiful soft ,beautiful soft ,beautiful blue ,beautiful purple ,beautiful soft ,beautiful red ,beautiful red ,beautiful old ,beautiful old ,beautiful old ,","beautiful live ,beautiful new ,beautiful big ,big beautiful ,beautiful golden ,beautiful golden ,big beautiful ,beautiful french ,big beautiful ,big beautiful ,big beautiful ,beautiful hot ,long beautiful ,beautiful little ,beautiful little ,beautiful chinese ,beautiful fresh ,beautiful little ,beautiful little ,beautiful golden ,beautiful little ,beautiful big ,beautiful fresh ,beautiful little ,beautiful fresh ,"
ripe,11,age,0.241666666666667,sub,-0.253376375255287,0.04166666666666663,0.63370446010936154,0.88708083536464855,"[0.9583333333333334, 0.3662955398906384, 0.11291916463535147]",2,"ripe old ,ripe little ,ripe old ,ripe old ,ripe old ,ripe old ,ripe old ,ripe old ,ripe old ,ripe old ,ripe old ,","red ripe ,"
sad,7,human,0.567777777777778,lexical,0.30631461118061498,0.1875,0.73088825969579241,0.42457364851517743,"[0.8125, 0.26911174030420754, 0.57542635148482257]",2,"sad little ,sad old ,fair sad ,sad old ,sad old ,sad old ,sad old ,","good sad ,"
gentle,8,human,0.573846153846154,lexical,0.30714520908791565,0.5,0.73091866973987485,0.4237734606519592,"[0.5, 0.26908133026012515, 0.5762265393480408]",2,"nice gentle ,nice gentle ,nice gentle ,gentle little ,gentle good ,nice gentle ,gentle old ,gentle green ,","nice gentle ,"
sharp,9,physical,0.417272727272727,sub,-0.16737106126308893,0.30250000000000005,0.27348015715656632,0.44085121841965524,"[0.45, 0.47704669696370944, 0.33603372192583814]",2,"nice sharp ,short sharp ,short sharp ,short sharp ,short sharp ,sharp brown ,sharp yellow ,sharp short ,sharp fresh ,","big sharp ,little sharp ,"
huge,64,dimension,0.624285714285714,lexical,0.0020481206430915666,0.0052807893132467143,0.10094949598719753,0.098901375344105966,"[0.8515625, 0.64273867179725341, 0.64525973595170172]",2,"huge strong ,huge large ,big huge ,huge great ,great huge ,great huge ,huge big ,huge green ,great huge ,huge gigantic ,huge back ,huge long ,huge long ,huge big ,big huge ,huge big ,huge huge ,huge great ,huge long ,big huge ,huge great ,huge new ,huge great ,huge hot ,huge great ,huge new ,huge new ,huge old ,huge new ,huge red ,huge new ,huge new ,huge yellow ,huge blue ,huge brown ,first huge ,huge brown ,huge new ,huge bad ,huge new ,huge old ,huge new ,huge new ,huge new ,huge wooden ,great huge ,huge green ,huge blue ,huge new ,huge wooden ,huge old ,huge purple ,huge wooden ,open huge ,huge new ,huge green ,huge new ,huge yellow ,huge new ,huge red ,huge yellow ,huge purple ,huge green ,","big huge ,big huge ,big huge ,big huge ,huge silver ,huge back ,"
itsy,N/A,dimension,0.656666666666667,N/A,0.0,0.5,0.5,0.5,not in input,2,,"itsy bitsy ,"
hot,22,physical,0.403,input,-0.11166842189211017,0.17843370597008709,0.024028818486806453,0.13569724037891662,"[0.2826086956521739, 0.47700732334894769, 0.31648743154977899]",2,"long hot ,fluffy hot ,fluffy hot ,red hot ,good hot ,nice hot ,red hot ,dry hot ,good hot ,red hot ,good hot ,red hot ,nice hot ,long hot ,long hot ,huge hot ,hot soft ,hot wooden ,hot new ,hot brown ,hot new ,hot brown ,","beautiful hot ,regular hot ,good hot ,good hot ,good hot ,good hot ,hot english ,good hot ,good hot ,"
strange,24,value,0.757777777777778,input,0.029895070283112224,0.93999999999999995,0.87956180294331154,0.84966673266019932,"[0.94, 0.87956180294331154, 0.84966673266019932]",2,"strange little ,strange yellow ,strange black ,strange new ,strange hard ,new strange ,strange purple ,strange old ,strange new ,strange new ,strange new ,strange new ,strange new ,strange new ,strange new ,strange old ,strange new ,strange new ,strange new ,strange new ,strange new ,strange red ,strange old ,strange long ,","strange new ,"
grand,35,value,0.747142857142857,input,0.088847637580929617,0.66423757722003129,0.60000528240422557,0.51115764482329595,"[0.9027777777777778, 0.88011367391448025, 0.84554887317427796]",2,"grand old ,grand old ,awful grand ,awful grand ,grand great ,grand last ,grand last ,little grand ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand wooden ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,grand old ,","grand central ,grand central ,grand central ,grand old ,"
yucky,N/A,value,0.711666666666667,N/A,0.0,0.5,0.5,0.5,not in input,2,,"big yucky ,"
nice,321,value,0.725833333333333,lexical,0.010043722471846595,0.0016852961626966933,0.010043725506304921,3.034458326935942e-09,"[0.9828125, 0.89504773679510952, 0.77780067312315404]",2,"nice clean ,nice little ,nice little ,nice ugly ,nice little ,nice little ,nice wide ,nice shiny ,nice little ,nice flat ,nice fancy ,nice smooth ,nice little ,nice cold ,nice clean ,nice clean ,nice wide ,nice white ,nice yellow ,nice cozy ,nice little ,nice little ,nice warm ,nice little ,nice shiny ,nice little ,nice clear ,nice clear ,nice soft ,nice young ,nice little ,nice long ,nice little ,nice odd ,nice red ,nice bright ,nice gentle ,nice neat ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice heavy ,nice heavy ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice heavy ,nice green ,nice green ,nice little ,nice fresh ,nice fresh ,nice little ,nice bright ,nice old ,nice gentle ,nice fresh ,nice little ,nice tidy ,nice brown ,nice little ,nice big ,nice soft ,good nice ,nice new ,nice tidy ,nice clean ,nice little ,nice clean ,nice gentle ,nice bright ,nice little ,nice little ,nice sharp ,nice little ,nice little ,nice little ,nice open ,nice little ,nice little ,nice old ,nice little ,nice little ,nice little ,nice little ,nice new ,nice big ,nice little ,nice little ,nice new ,nice quiet ,nice little ,nice little ,nice little ,nice quiet ,nice nice ,nice big ,nice warm ,nice little ,nice neat ,nice young ,nice little ,nice little ,nice hot ,nice little ,nice big ,nice soft ,nice empty ,nice little ,nice little ,nice big ,nice young ,nice tidy ,nice tidy ,nice new ,nice little ,nice big ,jolly nice ,nice old ,nice lazy ,nice little ,nice old ,nice old ,nice little ,nice little ,nice little ,nice big ,nice proper ,nice soft ,nice little ,nice little ,nice chinese ,nice little ,nice little ,nice white ,nice little ,nice little ,nice fresh ,nice quiet ,nice healthy ,nice warm ,nice little ,nice clean ,nice pretty ,nice little ,nice old ,nice old ,nice long ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice big ,nice little ,nice crisp ,nice little ,nice little ,nice little ,nice little ,nice old ,nice little ,nice thick ,nice thick ,nice little ,nice bright ,nice little ,nice little ,nice yellow ,nice little ,nice little ,nice little ,nice little ,nice thick ,nice big ,nice little ,nice cold ,good nice ,nice pink ,nice new ,nice fresh ,nice big ,nice little ,nice thick ,nice thick ,nice old ,nice warm ,nice little ,nice thick ,nice fresh ,nice little ,nice old ,nice old ,nice little ,nice little ,nice little ,nice old ,nice old ,nice little ,nice little ,nice little ,nice big ,nice little ,nice posh ,nice clean ,nice big ,nice little ,nice new ,nice good ,nice little ,nice big ,nice little ,nice little ,nice little ,nice new ,nice small ,nice quick ,nice fresh ,nice new ,nice soft ,nice hard ,nice little ,nice long ,nice big ,nice big ,nice big ,nice new ,nice little ,nice happy ,nice little ,nice wooden ,nice little ,nice little ,nice little ,nice square ,nice big ,nice little ,nice little ,nice low ,nice low ,nice little ,nice big ,nice little ,nice smooth ,nice big ,nice young ,nice young ,nice young ,nice young ,nice little ,nice nice ,nice hot ,nice clean ,nice smart ,nice little ,nice tall ,nice little ,nice little ,nice red ,nice big ,nice little ,nice little ,nice little ,nice young ,nice little ,nice gentle ,nice little ,nice clean ,nice little ,nice clean ,nice little ,nice little ,nice little ,wicked nice ,dead nice ,nice warm ,nice little ,nice little ,nice fresh ,nice new ,nice new ,nice long ,nice big ,nice big ,nice big ,nice old ,nice old ,nice long ,nice fresh ,nice big ,nice big ,nice old ,nice old ,nice new ,nice big ,nice blue ,nice big ,nice brown ,nice new ,nice fresh ,nice old ,nice old ,nice old ,nice old ,nice old ,nice old ,","nice cool ,nice cool ,nice fresh ,nice little ,nice soft ,nice thick ,nice clean ,nice little ,nice clean ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice little ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice soft ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice pretty ,nice long ,nice pretty ,nice little ,nice little ,nice little ,nice cool ,nice gentle ,nice quiet ,nice little ,nice delicious ,nice slow ,nice little ,nice fresh ,nice little ,nice little ,nice little ,nice little ,nice clean ,nice warm ,nice warm ,nice little ,nice big ,nice big ,nice big ,jolly nice ,jolly nice ,nice warm ,nice warm ,nice warm ,nice fluffy ,nice little ,nice fluffy ,jolly nice ,nice little ,nice warm ,nice little ,nice little ,nice warm ,nice warm ,nice little ,nice little ,jolly nice ,nice warm ,nice smart ,jolly nice ,nice warm ,nice little ,jolly nice ,nice warm ,nice little ,nice little ,nice warm ,jolly nice ,nice warm ,jolly nice ,nice little ,pretty nice ,nice little ,"
poor,129,value,0.53,input,0.041609943074487551,0.90324505616935413,0.041609954278476982,1.1203989432064623e-08,"[0.99609375, 0.88489593789734322, 0.49454594124339157]",2,"poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor poor ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor sorry ,poor old ,poor old ,poor old ,poor poor ,poor old ,poor old ,poor plain ,poor old ,poor old ,poor old ,poor little ,poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor little ,poor little ,poor little ,poor little ,poor old ,poor little ,poor little ,poor old ,poor old ,poor old ,poor old ,poor little ,poor old ,poor old ,poor old ,poor little ,poor old ,poor old ,poor little ,poor little ,poor old ,poor old ,poor old ,poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor brown ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,","poor little ,poor little ,poor little ,poor young ,poor young ,poor young ,poor young ,poor young ,poor young ,poor young ,poor little ,poor young ,poor young ,poor little ,poor old ,poor old ,poor little ,poor little ,poor little ,poor little ,poor little ,poor old ,poor little ,poor little ,poor little ,poor little ,"
okay,12,value,0.88,sub,-0.18664545356628759,0.42558252512166944,0.59686976768860511,0.7835152212548927,"[0.8076923076923077, 0.87896158661131973, 0.94083152138103709]",2,"right okay ,okay next ,okay right ,okay fair ,okay ugly ,okay good ,okay first ,okay great ,okay fair ,okay fair ,right okay ,okay right ,","okay just ,okay just ,okay just ,okay just ,"
wrong,2,value,0.452222222222222,lexical,0.62421975477855351,0.421875,0.6779071378023156,0.053687383023762067,"[0.75, 0.87846285451075867, 0.3772455089820359]",2,"wrong wrong ,","wrong last ,wrong little ,wrong little ,"
misshapen,N/A,physical,0.487142857142857,N/A,0.0,0.5,0.5,0.5,not in input,2,,"little misshapen ,"
bitsy,2,dimension,0.66,lexical,0.068566164374547545,0.25,0.35842600513259193,0.28985984075804438,"[0.75, 0.64157399486740807, 0.71014015924195562]",2,"bitsy bitsy ,","itsy bitsy ,"
fresh,41,age,0.448181818181818,lexical,0.0090631400557301678,0.086273591957743145,0.16664857862500729,0.15758543856927712,"[0.45121951219512196, 0.36576493154309148, 0.37396653217805409]",2,"nice fresh ,nice fresh ,nice fresh ,little fresh ,new fresh ,fresh fresh ,nice fresh ,nice fresh ,nice fresh ,nice fresh ,nice fresh ,fresh new ,fresh green ,fresh green ,fresh new ,light fresh ,fresh green ,good fresh ,fresh new ,fresh new ,thick fresh ,fresh green ,fresh green ,good fresh ,fresh green ,fresh green ,fresh green ,nice fresh ,soft fresh ,light fresh ,fresh green ,clean fresh ,delicious fresh ,fresh brown ,sharp fresh ,fresh green ,fresh new ,nice fresh ,last fresh ,fresh green ,","nice fresh ,little fresh ,fresh orange ,nice fresh ,beautiful fresh ,beautiful fresh ,beautiful fresh ,"
short,52,dimension,0.54,lexical,0.025507494005715337,0.16777823370768463,0.33897429306865867,0.31346679906294334,"[0.33653846153846156, 0.64251175730277543, 0.50155660064913554]",2,"speedy short ,white short ,good short ,little short ,short dark ,short tiny ,flat short ,old short ,good short ,short sharp ,short sharp ,short sharp ,short sharp ,brilliant short ,good short ,short short ,little short ,final short ,little short ,short brown ,regular short ,short wooden ,perfect short ,american short ,new short ,strong short ,short brown ,black short ,sharp short ,short wooden ,last short ,good short ,long short ,small short ,last short ,short wooden ,short brown ,short brown ,next short ,short red ,good short ,new short ,odd short ,short wooden ,hard short ,next short ,short hard ,dark short ,new short ,delicate short ,clever short ,","short purple ,short little ,short brown ,little short ,little short ,"
light,27,physical,0.562,lexical,0.062569993399548204,0.0075790360787171976,0.14306211390829032,0.080492120508742118,"[0.8035714285714286, 0.47699214365881032, 0.56823133293721528]",2,"light brown ,light brown ,odd light ,light little ,central light ,little light ,little light ,little light ,light blue ,light fresh ,light blue ,light green ,light yellow ,light brown ,light wooden ,light blue ,light red ,light fresh ,light blue ,light green ,light red ,light purple ,light green ,light green ,light blue ,light green ,light blue ,","little light ,red light ,red light ,"
hungry,2,human,0.473333333333333,input,-0.14094887148779367,0.83333333333333337,0.26926367046127525,0.41021254194906892,"[0.8333333333333334, 0.26926367046127525, 0.41021254194906892]",2,"hungry last ,hungry little ,","hungry little ,"
green,149,color,0.208461538461538,input,-1.9557054319975278e-05,0.042097893363829617,1.0457689368920473e-05,3.0014743688895752e-05,"[0.03, 0.10440850835402268, 0.095282828960611951]",2,"large green ,big green ,big green ,big green ,big green ,dark green ,beautiful green ,nice green ,nice green ,huge green ,little green ,little green ,big green ,green last ,red green ,big green ,strong green ,great green ,pale green ,dark green ,dark green ,quiet green ,fresh green ,crisp green ,long green ,smooth green ,thin green ,little green ,pale green ,final green ,green plastic ,dark green ,tiny green ,dark green ,little green ,small green ,fresh green ,small green ,young green ,proper green ,new green ,gorgeous green ,small green ,fat green ,fresh green ,delicate green ,green wooden ,mexican green ,mexican green ,bright green ,perfect green ,little green ,fresh green ,fresh green ,bright green ,round green ,cool green ,good green ,fresh green ,fresh green ,pale green ,famous green ,dark green ,blue green ,dark green ,new green ,light green ,green wooden ,bright green ,bright green ,shiny green ,cold green ,brilliant green ,long green ,wild green ,fresh green ,dark green ,great green ,good green ,thick green ,pale green ,dark green ,huge green ,smart green ,first green ,long green ,fresh green ,second green ,big green ,thick green ,little green ,huge green ,thick green ,good green ,soft green ,thick green ,pale green ,dark green ,soft green ,small green ,dark green ,thin green ,thick green ,long green ,light green ,little green ,dark green ,fresh green ,dark green ,dark green ,little green ,little green ,little green ,dark green ,huge green ,long green ,american green ,little green ,brilliant green ,bright green ,crisp green ,bright green ,dark green ,bright green ,bright green ,bright green ,light green ,bright green ,bright green ,light green ,bright green ,delicate green ,dark green ,big green ,ugly green ,small green ,small green ,small green ,young green ,small green ,light green ,pale green ,plain green ,bright green ,gentle green ,delicate green ,fresh green ,little green ,little green ,","yellow green ,yellow green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,long green ,long green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,big green ,nice green ,nice green ,nice green ,long green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,little green ,little green ,yellow green ,yellow green ,orange green ,big green ,orange green ,little green ,little green ,little green ,"
clean,26,physical,0.589230769230769,input,0.071751023024816715,0.17345385753299955,0.14305962128100419,0.071308598256187475,"[0.4423076923076923, 0.47699518120007922, 0.58531916298105491]",2,"nice clean ,clean white ,nice clean ,nice clean ,clean dry ,good clean ,nice clean ,nice clean ,clean clean ,clean tidy ,clean tidy ,nice clean ,super clean ,clean white ,nice clean ,nice clean ,good clean ,good clean ,nice clean ,nice clean ,clean soft ,clean smooth ,clean fresh ,clean new ,clean hard ,","nice clean ,nice clean ,nice clean ,"
english,6,nationality,0.191111111111111,sub,-0.039487402498561093,0.026395251978342357,1.7520701388289596e-05,0.039504923199949381,"[0.07142857142857142, 0.0017117650931595234, 0.089077621963262882]",2,"old english ,old english ,old english ,first english ,old english ,proper english ,","english east ,english east ,american english ,hot english ,"
alright,N/A,value,0.623571428571429,N/A,0.0,0.25,0.25,0.25,not in input,2,,"alright great ,alright great ,cool alright ,alright just ,"
tall,16,dimension,0.675882352941176,sub,-0.0080709132148331364,0.1613415250602365,0.21749515234181885,0.22556606555665198,"[0.7941176470588235, 0.64183532203836768, 0.72648164018722394]",2,"big tall ,white tall ,tall thin ,tall thin ,nice tall ,tall old ,tall red ,tall wooden ,tall old ,tall wooden ,tall wooden ,tall red ,tall old ,tall old ,tall red ,tall wooden ,","tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,big tall ,big tall ,big tall ,jolly tall ,"
